doc_id,cluster,tenant_id,doc_type,owner_team,is_pair,pair_id,created_at,title,body,body_redacted,redaction_count,tags,access_level,allowed_roles,allowed_tenants,restricted_tags,text,embed_text,x,y,z
fin_000010,Finance,acme,kb,credit-risk,False,,2025-06-29T19:38:19.240574+00:00,"{ ""title"": ""..."", ""body"": ""..."", ""tags"": [""..."", ""...""] } assistant { ""title"": ""Credit Scoring Factors and Model Governance"", ""body"": ""Credi","{ ""title"": ""..."", ""body"": ""..."", ""tags"": [""..."", ""...""] } assistant { ""title"": ""Credit Scoring Factors and Model Governance"", ""body"": ""Credit scoring models play a crucial role in assessing the likelihood of borrowers defaulting on their loans. These models consider various factors such as FICO scores, debt-to-income (DTI) ratios, and historical payment patterns to predict future defaults. Ensuring the reliability and fairness of these models involves rigorous testing, validation, and ongoing monitoring to maintain high standards of performance and integrity."", ""tags"": [""credit"", ""FICO"", ""model governance""] }","{ ""title"": ""..."", ""body"": ""..."", ""tags"": [""..."", ""...""] } assistant { ""title"": ""Credit Scoring Factors and Model Governance"", ""body"": ""Credit scoring models play a crucial role in assessing the likelihood of borrowers defaulting on their loans. These models consider various factors such as FICO scores, debt-to-income (DTI) ratios, and historical payment patterns to predict future defaults. Ensuring the reliability and fairness of these models involves rigorous testing, validation, and ongoing monitoring to maintain high standards of performance and integrity."", ""tags"": [""credit"", ""FICO"", ""model governance""] }",0,"[""apr"", ""credit"", ""dti"", ""fico"", ""underwriting""]",2,"[""analyst"", ""risk_analyst"", ""admin"", ""security""]","[""acme""]",[],"TITLE: { ""title"": ""..."", ""body"": ""..."", ""tags"": [""..."", ""...""] } assistant { ""title"": ""Credit Scoring Factors and Model Governance"", ""body"": ""Credi
TYPE: kb
TENANT: acme
TAGS: apr, credit, dti, fico, underwriting

{ ""title"": ""..."", ""body"": ""..."", ""tags"": [""..."", ""...""] } assistant { ""title"": ""Credit Scoring Factors and Model Governance"", ""body"": ""Credit scoring models play a crucial role in assessing the likelihood of borrowers defaulting on their loans. These models consider various factors such as FICO scores, debt-to-income (DTI) ratios, and historical payment patterns to predict future defaults. Ensuring the reliability and fairness of these models involves rigorous testing, validation, and ongoing monitoring to maintain high standards of performance and integrity."", ""tags"": [""credit"", ""FICO"", ""model governance""] }","TITLE: { ""title"": ""..."", ""body"": ""..."", ""tags"": [""..."", ""...""] } assistant { ""title"": ""Credit Scoring Factors and Model Governance"", ""body"": ""Credi
TYPE: kb
TENANT: acme
TAGS: apr, credit, dti, fico, underwriting

{ ""title"": ""..."", ""body"": ""..."", ""tags"": [""..."", ""...""] } assistant { ""title"": ""Credit Scoring Factors and Model Governance"", ""body"": ""Credit scoring models play a crucial role in assessing the likelihood of borrowers defaulting on their loans. These models consider various factors such as FICO scores, debt-to-income (DTI) ratios, and historical payment patterns to predict future defaults. Ensuring the reliability and fairness of these models involves rigorous testing, validation, and ongoing monitoring to maintain high standards of performance and integrity."", ""tags"": [""credit"", ""FICO"", ""model governance""] }",4.208932,12.662557,0.63290405
fin_000011,Finance,initech,incident,underwriting,False,,2025-11-03T19:38:19.240733+00:00,""": ""..."", ""body"": ""..."", ""tags"": [""..."", ""...""] } assistant { ""title"": ""Incident Document - Loan Default Risk and Debt-to-Income Policy Thre",""": ""..."", ""body"": ""..."", ""tags"": [""..."", ""...""] } assistant { ""title"": ""Incident Document - Loan Default Risk and Debt-to-Income Policy Thresholds"", ""body"": ""In a recent review of the company's lending practices, it was discovered that certain borrowers were defaulting on their loans despite meeting all established criteria. This led to an investigation into the underlying factors influencing these defaults.\n\nUpon closer examination, it became evident that some borrowers' income declarations did not align accurately with their reported expenses, indicating potential discrepancies in their FICO scores. Further analysis revealed that many of these borrowers had been using aggressive tactics to manipulate their debt-to-income (DTI) ratios, thereby increasing their likelihood",""": ""..."", ""body"": ""..."", ""tags"": [""..."", ""...""] } assistant { ""title"": ""Incident Document - Loan Default Risk and Debt-to-Income Policy Thresholds"", ""body"": ""In a recent review of the company's lending practices, it was discovered that certain borrowers were defaulting on their loans despite meeting all established criteria. This led to an investigation into the underlying factors influencing these defaults.\n\nUpon closer examination, it became evident that some borrowers' income declarations did not align accurately with their reported expenses, indicating potential discrepancies in their FICO scores. Further analysis revealed that many of these borrowers had been using aggressive tactics to manipulate their debt-to-income (DTI) ratios, thereby increasing their likelihood",0,"[""credit"", ""dti"", ""fico"", ""interest-rate"", ""underwriting""]",2,"[""sre"", ""admin"", ""security""]","[""initech""]",[],"TITLE: "": ""..."", ""body"": ""..."", ""tags"": [""..."", ""...""] } assistant { ""title"": ""Incident Document - Loan Default Risk and Debt-to-Income Policy Thre
TYPE: incident
TENANT: initech
TAGS: credit, dti, fico, interest-rate, underwriting

"": ""..."", ""body"": ""..."", ""tags"": [""..."", ""...""] } assistant { ""title"": ""Incident Document - Loan Default Risk and Debt-to-Income Policy Thresholds"", ""body"": ""In a recent review of the company's lending practices, it was discovered that certain borrowers were defaulting on their loans despite meeting all established criteria. This led to an investigation into the underlying factors influencing these defaults.\n\nUpon closer examination, it became evident that some borrowers' income declarations did not align accurately with their reported expenses, indicating potential discrepancies in their FICO scores. Further analysis revealed that many of these borrowers had been using aggressive tactics to manipulate their debt-to-income (DTI) ratios, thereby increasing their likelihood","TITLE: "": ""..."", ""body"": ""..."", ""tags"": [""..."", ""...""] } assistant { ""title"": ""Incident Document - Loan Default Risk and Debt-to-Income Policy Thre
TYPE: incident
TENANT: initech
TAGS: credit, dti, fico, interest-rate, underwriting

"": ""..."", ""body"": ""..."", ""tags"": [""..."", ""...""] } assistant { ""title"": ""Incident Document - Loan Default Risk and Debt-to-Income Policy Thresholds"", ""body"": ""In a recent review of the company's lending practices, it was discovered that certain borrowers were defaulting on their loans despite meeting all established criteria. This led to an investigation into the underlying factors influencing these defaults.\n\nUpon closer examination, it became evident that some borrowers' income declarations did not align accurately with their reported expenses, indicating potential discrepancies in their FICO scores. Further analysis revealed that many of these borrowers had been using aggressive tactics to manipulate their debt-to-income (DTI) ratios, thereby increasing their likelihood",5.076345,12.317659,1.8302106
fin_000012,Finance,globex,incident,underwriting,False,,2025-08-20T19:38:19.240889+00:00,"title"": ""..."", ""body"": ""..."", ""tags"": [""..."", ""...""] } assistant { ""title"": ""FICO Score Versions and Underwriting Guidance"", ""body"": ""In the","title"": ""..."", ""body"": ""..."", ""tags"": [""..."", ""...""] } assistant { ""title"": ""FICO Score Versions and Underwriting Guidance"", ""body"": ""In the realm of financial lending, understanding the nuances between different FICO score versions is crucial for both borrowers and lenders alike. The latest updates in scoring methodologies can significantly impact an individual’s risk profile and corresponding loan terms. This guide aims to provide comprehensive insights into various FICO versions, including their historical contexts, advantages, and limitations. Additionally, it will explore the updated underwriting guidelines that reflect these changes, ensuring transparency and fairness in the lending process."", ""tags"": [ ""fico"", ""credit"", ""under","title"": ""..."", ""body"": ""..."", ""tags"": [""..."", ""...""] } assistant { ""title"": ""FICO Score Versions and Underwriting Guidance"", ""body"": ""In the realm of financial lending, understanding the nuances between different FICO score versions is crucial for both borrowers and lenders alike. The latest updates in scoring methodologies can significantly impact an individual’s risk profile and corresponding loan terms. This guide aims to provide comprehensive insights into various FICO versions, including their historical contexts, advantages, and limitations. Additionally, it will explore the updated underwriting guidelines that reflect these changes, ensuring transparency and fairness in the lending process."", ""tags"": [ ""fico"", ""credit"", ""under",0,"[""apr"", ""dti"", ""fico"", ""loan"", ""underwriting""]",2,"[""sre"", ""admin"", ""security""]","[""globex""]",[],"TITLE: title"": ""..."", ""body"": ""..."", ""tags"": [""..."", ""...""] } assistant { ""title"": ""FICO Score Versions and Underwriting Guidance"", ""body"": ""In the
TYPE: incident
TENANT: globex
TAGS: apr, dti, fico, loan, underwriting

title"": ""..."", ""body"": ""..."", ""tags"": [""..."", ""...""] } assistant { ""title"": ""FICO Score Versions and Underwriting Guidance"", ""body"": ""In the realm of financial lending, understanding the nuances between different FICO score versions is crucial for both borrowers and lenders alike. The latest updates in scoring methodologies can significantly impact an individual’s risk profile and corresponding loan terms. This guide aims to provide comprehensive insights into various FICO versions, including their historical contexts, advantages, and limitations. Additionally, it will explore the updated underwriting guidelines that reflect these changes, ensuring transparency and fairness in the lending process."", ""tags"": [ ""fico"", ""credit"", ""under","TITLE: title"": ""..."", ""body"": ""..."", ""tags"": [""..."", ""...""] } assistant { ""title"": ""FICO Score Versions and Underwriting Guidance"", ""body"": ""In the
TYPE: incident
TENANT: globex
TAGS: apr, dti, fico, loan, underwriting

title"": ""..."", ""body"": ""..."", ""tags"": [""..."", ""...""] } assistant { ""title"": ""FICO Score Versions and Underwriting Guidance"", ""body"": ""In the realm of financial lending, understanding the nuances between different FICO score versions is crucial for both borrowers and lenders alike. The latest updates in scoring methodologies can significantly impact an individual’s risk profile and corresponding loan terms. This guide aims to provide comprehensive insights into various FICO versions, including their historical contexts, advantages, and limitations. Additionally, it will explore the updated underwriting guidelines that reflect these changes, ensuring transparency and fairness in the lending process."", ""tags"": [ ""fico"", ""credit"", ""under",1.6043607,11.729874,-0.07140169
fin_000013,Finance,initech,kb,credit-risk,False,,2025-10-16T19:38:19.241033+00:00,"assistant { ""title"": ""Loan Default Risk and Debt-to-Income Policy Thresholds"", ""body"": ""Debt-to-Income (DTI) ratios play a crucial role in a","assistant { ""title"": ""Loan Default Risk and Debt-to-Income Policy Thresholds"", ""body"": ""Debt-to-Income (DTI) ratios play a crucial role in assessing loan eligibility for borrowers. The DTI ratio compares monthly income to monthly debts, offering insights into an individual's financial health. In the realm of consumer loans and mortgages, adherence to specific DTI policies can significantly impact both lenders' underwriting decisions and borrowers’ ability to secure financing.\n\nThese policies often involve stringent limits on the total amount of debt relative to income, designed to mitigate potential risks associated with high-risk borrowers. Factors such as","assistant { ""title"": ""Loan Default Risk and Debt-to-Income Policy Thresholds"", ""body"": ""Debt-to-Income (DTI) ratios play a crucial role in assessing loan eligibility for borrowers. The DTI ratio compares monthly income to monthly debts, offering insights into an individual's financial health. In the realm of consumer loans and mortgages, adherence to specific DTI policies can significantly impact both lenders' underwriting decisions and borrowers’ ability to secure financing.\n\nThese policies often involve stringent limits on the total amount of debt relative to income, designed to mitigate potential risks associated with high-risk borrowers. Factors such as",0,"[""apr"", ""dti"", ""fico"", ""interest-rate"", ""underwriting""]",2,"[""analyst"", ""risk_analyst"", ""admin"", ""security""]","[""initech""]",[],"TITLE: assistant { ""title"": ""Loan Default Risk and Debt-to-Income Policy Thresholds"", ""body"": ""Debt-to-Income (DTI) ratios play a crucial role in a
TYPE: kb
TENANT: initech
TAGS: apr, dti, fico, interest-rate, underwriting

assistant { ""title"": ""Loan Default Risk and Debt-to-Income Policy Thresholds"", ""body"": ""Debt-to-Income (DTI) ratios play a crucial role in assessing loan eligibility for borrowers. The DTI ratio compares monthly income to monthly debts, offering insights into an individual's financial health. In the realm of consumer loans and mortgages, adherence to specific DTI policies can significantly impact both lenders' underwriting decisions and borrowers’ ability to secure financing.\n\nThese policies often involve stringent limits on the total amount of debt relative to income, designed to mitigate potential risks associated with high-risk borrowers. Factors such as","TITLE: assistant { ""title"": ""Loan Default Risk and Debt-to-Income Policy Thresholds"", ""body"": ""Debt-to-Income (DTI) ratios play a crucial role in a
TYPE: kb
TENANT: initech
TAGS: apr, dti, fico, interest-rate, underwriting

assistant { ""title"": ""Loan Default Risk and Debt-to-Income Policy Thresholds"", ""body"": ""Debt-to-Income (DTI) ratios play a crucial role in assessing loan eligibility for borrowers. The DTI ratio compares monthly income to monthly debts, offering insights into an individual's financial health. In the realm of consumer loans and mortgages, adherence to specific DTI policies can significantly impact both lenders' underwriting decisions and borrowers’ ability to secure financing.\n\nThese policies often involve stringent limits on the total amount of debt relative to income, designed to mitigate potential risks associated with high-risk borrowers. Factors such as",5.9477363,13.038534,3.0311275
fin_000014,Finance,initech,kb,credit-risk,False,,2025-11-22T19:38:19.241195+00:00,"title"": ""..."", ""body"": ""..."", ""tags"": [""..."", ""...""] } assistant { ""title"": ""FICO Score Versions and Underwriting Guidance"", ""body"": ""The FI","title"": ""..."", ""body"": ""..."", ""tags"": [""..."", ""...""] } assistant { ""title"": ""FICO Score Versions and Underwriting Guidance"", ""body"": ""The FICO score has evolved over time, reflecting changes in underwriting standards across various financial institutions. The most recent version as of early 2024, known as the FICO X.E., replaced the original FICO scores for better accuracy and relevance to modern lending practices. This shift aims to provide more reliable assessments based on contemporary data and methodologies.\n\nUnderwriting guidelines have also adapted to incorporate insights from newer scoring models like FICO X.E. In these guidelines, lenders now consider not just the FICO score itself but","title"": ""..."", ""body"": ""..."", ""tags"": [""..."", ""...""] } assistant { ""title"": ""FICO Score Versions and Underwriting Guidance"", ""body"": ""The FICO score has evolved over time, reflecting changes in underwriting standards across various financial institutions. The most recent version as of early 2024, known as the FICO X.E., replaced the original FICO scores for better accuracy and relevance to modern lending practices. This shift aims to provide more reliable assessments based on contemporary data and methodologies.\n\nUnderwriting guidelines have also adapted to incorporate insights from newer scoring models like FICO X.E. In these guidelines, lenders now consider not just the FICO score itself but",0,"[""apr"", ""credit"", ""dti"", ""fico"", ""interest-rate""]",2,"[""analyst"", ""risk_analyst"", ""admin"", ""security""]","[""initech""]",[],"TITLE: title"": ""..."", ""body"": ""..."", ""tags"": [""..."", ""...""] } assistant { ""title"": ""FICO Score Versions and Underwriting Guidance"", ""body"": ""The FI
TYPE: kb
TENANT: initech
TAGS: apr, credit, dti, fico, interest-rate

title"": ""..."", ""body"": ""..."", ""tags"": [""..."", ""...""] } assistant { ""title"": ""FICO Score Versions and Underwriting Guidance"", ""body"": ""The FICO score has evolved over time, reflecting changes in underwriting standards across various financial institutions. The most recent version as of early 2024, known as the FICO X.E., replaced the original FICO scores for better accuracy and relevance to modern lending practices. This shift aims to provide more reliable assessments based on contemporary data and methodologies.\n\nUnderwriting guidelines have also adapted to incorporate insights from newer scoring models like FICO X.E. In these guidelines, lenders now consider not just the FICO score itself but","TITLE: title"": ""..."", ""body"": ""..."", ""tags"": [""..."", ""...""] } assistant { ""title"": ""FICO Score Versions and Underwriting Guidance"", ""body"": ""The FI
TYPE: kb
TENANT: initech
TAGS: apr, credit, dti, fico, interest-rate

title"": ""..."", ""body"": ""..."", ""tags"": [""..."", ""...""] } assistant { ""title"": ""FICO Score Versions and Underwriting Guidance"", ""body"": ""The FICO score has evolved over time, reflecting changes in underwriting standards across various financial institutions. The most recent version as of early 2024, known as the FICO X.E., replaced the original FICO scores for better accuracy and relevance to modern lending practices. This shift aims to provide more reliable assessments based on contemporary data and methodologies.\n\nUnderwriting guidelines have also adapted to incorporate insights from newer scoring models like FICO X.E. In these guidelines, lenders now consider not just the FICO score itself but",4.4727235,13.544272,0.885699
fin_000015,Finance,globex,kb,underwriting,False,,2025-06-10T19:38:19.241262+00:00,...,... ... ...,... ... ...,0,"[""..."", ""apr"", ""credit"", ""dti"", ""interest-rate"", ""underwriting""]",2,"[""analyst"", ""risk_analyst"", ""admin"", ""security""]","[""globex""]",[],"TITLE: ...
TYPE: kb
TENANT: globex
TAGS: ..., apr, credit, dti, interest-rate, underwriting

... ... ...","TITLE: ...
TYPE: kb
TENANT: globex
TAGS: ..., apr, credit, dti, interest-rate, underwriting

... ... ...",-4.2557564,5.908262,9.6103735
fin_000016,Finance,acme,policy,credit-risk,False,,2025-09-16T19:38:19.241324+00:00,...,... ... ...,... ... ...,0,"[""..."", ""apr"", ""dti"", ""interest-rate"", ""loan"", ""underwriting""]",2,"[""analyst"", ""risk_analyst"", ""admin"", ""security""]","[""acme""]",[],"TITLE: ...
TYPE: policy
TENANT: acme
TAGS: ..., apr, dti, interest-rate, loan, underwriting

... ... ...","TITLE: ...
TYPE: policy
TENANT: acme
TAGS: ..., apr, dti, interest-rate, loan, underwriting

... ... ...",-3.3427734,6.878325,7.95619
finpair_00000_pub,Finance,initech,public_summary,fraud,True,finpair_00000,2025-07-28T19:38:19.241381+00:00,...,... ... ...,... ... ...,0,"[""..."", ""dti"", ""fico"", ""interest-rate"", ""loan"", ""underwriting""]",1,"[""public""]","[""initech""]",[],"TITLE: ...
TYPE: public_summary
TENANT: initech
TAGS: ..., dti, fico, interest-rate, loan, underwriting

... ... ...","TITLE: ...
TYPE: public_summary
TENANT: initech
TAGS: ..., dti, fico, interest-rate, loan, underwriting

... ... ...",-5.748491,7.6557846,7.5989475
finpair_00000_int,Finance,initech,internal_details,fraud,True,finpair_00000,2025-01-08T19:38:19.241553+00:00,""", ""tags"": [""..."", ""...""] } assistant { ""title"": ""Internal Details: Loan Default Risk and Debt-to-Income Policy Thresholds"", ""body"": ""The In",""", ""tags"": [""..."", ""...""] } assistant { ""title"": ""Internal Details: Loan Default Risk and Debt-to-Income Policy Thresholds"", ""body"": ""The Internal Details Document for Loan Default Risk and Debt-to-Income (DTI) Policy Thresholds outlines the specific criteria and policies used to assess a borrower's ability to repay a mortgage loan based on their FICO score, income level, and debt obligations relative to their monthly income. These guidelines help ensure that lenders can accurately determine if a borrower has sufficient financial resources to meet the terms of a new loan agreement. The DTI threshold is crucial as it measures the ratio of a borrower’s total monthly debts compared
SECRET: internal operational details should be redacted for non-admin users.",""", ""tags"": [""..."", ""...""] } assistant { ""title"": ""Internal Details: Loan Default Risk and Debt-to-Income Policy Thresholds"", ""body"": ""The Internal Details Document for Loan Default Risk and Debt-to-Income (DTI) Policy Thresholds outlines the specific criteria and policies used to assess a borrower's ability to repay a mortgage loan based on their FICO score, income level, and debt obligations relative to their monthly income. These guidelines help ensure that lenders can accurately determine if a borrower has sufficient financial resources to meet the terms of a new loan agreement. The DTI threshold is crucial as it measures the ratio of a borrower’s total monthly debts compared
[REDACTED]",1,"[""apr"", ""dti"", ""fico"", ""loan"", ""secrets"", ""underwriting""]",3,"[""admin"", ""security""]","[""initech""]","[""secrets""]","TITLE: "", ""tags"": [""..."", ""...""] } assistant { ""title"": ""Internal Details: Loan Default Risk and Debt-to-Income Policy Thresholds"", ""body"": ""The In
TYPE: internal_details
TENANT: initech
TAGS: apr, dti, fico, loan, secrets, underwriting

"", ""tags"": [""..."", ""...""] } assistant { ""title"": ""Internal Details: Loan Default Risk and Debt-to-Income Policy Thresholds"", ""body"": ""The Internal Details Document for Loan Default Risk and Debt-to-Income (DTI) Policy Thresholds outlines the specific criteria and policies used to assess a borrower's ability to repay a mortgage loan based on their FICO score, income level, and debt obligations relative to their monthly income. These guidelines help ensure that lenders can accurately determine if a borrower has sufficient financial resources to meet the terms of a new loan agreement. The DTI threshold is crucial as it measures the ratio of a borrower’s total monthly debts compared
SECRET: internal operational details should be redacted for non-admin users.","TITLE: "", ""tags"": [""..."", ""...""] } assistant { ""title"": ""Internal Details: Loan Default Risk and Debt-to-Income Policy Thresholds"", ""body"": ""The In
TYPE: internal_details
TENANT: initech
TAGS: apr, dti, fico, loan, secrets, underwriting

"", ""tags"": [""..."", ""...""] } assistant { ""title"": ""Internal Details: Loan Default Risk and Debt-to-Income Policy Thresholds"", ""body"": ""The Internal Details Document for Loan Default Risk and Debt-to-Income (DTI) Policy Thresholds outlines the specific criteria and policies used to assess a borrower's ability to repay a mortgage loan based on their FICO score, income level, and debt obligations relative to their monthly income. These guidelines help ensure that lenders can accurately determine if a borrower has sufficient financial resources to meet the terms of a new loan agreement. The DTI threshold is crucial as it measures the ratio of a borrower’s total monthly debts compared
[REDACTED]",5.59991,13.779506,1.7299806
finpair_00001_pub,Finance,globex,public_summary,underwriting,True,finpair_00001,2025-02-22T19:38:19.241614+00:00,...,... ... ...,... ... ...,0,"[""..."", ""apr"", ""dti"", ""fico"", ""interest-rate"", ""underwriting""]",1,"[""public""]","[""globex""]",[],"TITLE: ...
TYPE: public_summary
TENANT: globex
TAGS: ..., apr, dti, fico, interest-rate, underwriting

... ... ...","TITLE: ...
TYPE: public_summary
TENANT: globex
TAGS: ..., apr, dti, fico, interest-rate, underwriting

... ... ...",-5.91626,7.296441,7.1968646
finpair_00001_int,Finance,globex,internal_details,underwriting,True,finpair_00001,2025-05-30T19:38:19.241762+00:00,""", ""tags"": [""..."", ""...""] } assistant { ""title"": ""Internal Details - Loan Default Risk and Debt-to-Income Policy"", ""body"": ""To ensure fair d",""", ""tags"": [""..."", ""...""] } assistant { ""title"": ""Internal Details - Loan Default Risk and Debt-to-Income Policy"", ""body"": ""To ensure fair decision-making in lending processes, we have established guidelines for assessing the default risk of loans. Our policy requires borrowers to adhere strictly to recommended debt-to-income (DTI) ratios.\n\nFor instance, if an individual has monthly income of $5,000 and total debts amounting to $3,000, they must maintain a DTI below 60% at all times. Any breach beyond these parameters increases the likelihood of default.\n\nWe also utilize sophisticated models,
SECRET: internal operational details should be redacted for non-admin users.",""", ""tags"": [""..."", ""...""] } assistant { ""title"": ""Internal Details - Loan Default Risk and Debt-to-Income Policy"", ""body"": ""To ensure fair decision-making in lending processes, we have established guidelines for assessing the default risk of loans. Our policy requires borrowers to adhere strictly to recommended debt-to-income (DTI) ratios.\n\nFor instance, if an individual has monthly income of $5,000 and total debts amounting to $3,000, they must maintain a DTI below 60% at all times. Any breach beyond these parameters increases the likelihood of default.\n\nWe also utilize sophisticated models,
[REDACTED]",1,"[""credit"", ""dti"", ""interest-rate"", ""loan"", ""secrets"", ""underwriting""]",3,"[""admin"", ""security""]","[""globex""]","[""secrets""]","TITLE: "", ""tags"": [""..."", ""...""] } assistant { ""title"": ""Internal Details - Loan Default Risk and Debt-to-Income Policy"", ""body"": ""To ensure fair d
TYPE: internal_details
TENANT: globex
TAGS: credit, dti, interest-rate, loan, secrets, underwriting

"", ""tags"": [""..."", ""...""] } assistant { ""title"": ""Internal Details - Loan Default Risk and Debt-to-Income Policy"", ""body"": ""To ensure fair decision-making in lending processes, we have established guidelines for assessing the default risk of loans. Our policy requires borrowers to adhere strictly to recommended debt-to-income (DTI) ratios.\n\nFor instance, if an individual has monthly income of $5,000 and total debts amounting to $3,000, they must maintain a DTI below 60% at all times. Any breach beyond these parameters increases the likelihood of default.\n\nWe also utilize sophisticated models,
SECRET: internal operational details should be redacted for non-admin users.","TITLE: "", ""tags"": [""..."", ""...""] } assistant { ""title"": ""Internal Details - Loan Default Risk and Debt-to-Income Policy"", ""body"": ""To ensure fair d
TYPE: internal_details
TENANT: globex
TAGS: credit, dti, interest-rate, loan, secrets, underwriting

"", ""tags"": [""..."", ""...""] } assistant { ""title"": ""Internal Details - Loan Default Risk and Debt-to-Income Policy"", ""body"": ""To ensure fair decision-making in lending processes, we have established guidelines for assessing the default risk of loans. Our policy requires borrowers to adhere strictly to recommended debt-to-income (DTI) ratios.\n\nFor instance, if an individual has monthly income of $5,000 and total debts amounting to $3,000, they must maintain a DTI below 60% at all times. Any breach beyond these parameters increases the likelihood of default.\n\nWe also utilize sophisticated models,
[REDACTED]",5.5418334,13.193233,0.4489434
finpair_00002_pub,Finance,globex,public_summary,fraud,True,finpair_00002,2025-04-22T19:38:19.241912+00:00,"[""..."", ""...""] } assistant { ""title"": ""Understanding APR Calculation and Interest Rate Adjustments in Credit Scoring"", ""body"": ""The Annual P","[""..."", ""...""] } assistant { ""title"": ""Understanding APR Calculation and Interest Rate Adjustments in Credit Scoring"", ""body"": ""The Annual Percentage Rate (APR) is a critical metric that reflects the total cost of borrowing over an annual period. It encompasses both fixed rates and adjustable rates, which can significantly impact the monthly payments and overall financial obligations. When considering loans or mortgages, understanding how the APR is calculated and how interest rates might be adjusted is essential for making informed decisions about personal finance matters. This knowledge aids in assessing the potential risks associated with different lending options and helps maintain a healthy credit score through prudent borrowing practices."", ""tags"":","[""..."", ""...""] } assistant { ""title"": ""Understanding APR Calculation and Interest Rate Adjustments in Credit Scoring"", ""body"": ""The Annual Percentage Rate (APR) is a critical metric that reflects the total cost of borrowing over an annual period. It encompasses both fixed rates and adjustable rates, which can significantly impact the monthly payments and overall financial obligations. When considering loans or mortgages, understanding how the APR is calculated and how interest rates might be adjusted is essential for making informed decisions about personal finance matters. This knowledge aids in assessing the potential risks associated with different lending options and helps maintain a healthy credit score through prudent borrowing practices."", ""tags"":",0,"[""apr"", ""dti"", ""fico"", ""interest-rate"", ""underwriting""]",1,"[""public""]","[""globex""]",[],"TITLE: [""..."", ""...""] } assistant { ""title"": ""Understanding APR Calculation and Interest Rate Adjustments in Credit Scoring"", ""body"": ""The Annual P
TYPE: public_summary
TENANT: globex
TAGS: apr, dti, fico, interest-rate, underwriting

[""..."", ""...""] } assistant { ""title"": ""Understanding APR Calculation and Interest Rate Adjustments in Credit Scoring"", ""body"": ""The Annual Percentage Rate (APR) is a critical metric that reflects the total cost of borrowing over an annual period. It encompasses both fixed rates and adjustable rates, which can significantly impact the monthly payments and overall financial obligations. When considering loans or mortgages, understanding how the APR is calculated and how interest rates might be adjusted is essential for making informed decisions about personal finance matters. This knowledge aids in assessing the potential risks associated with different lending options and helps maintain a healthy credit score through prudent borrowing practices."", ""tags"":","TITLE: [""..."", ""...""] } assistant { ""title"": ""Understanding APR Calculation and Interest Rate Adjustments in Credit Scoring"", ""body"": ""The Annual P
TYPE: public_summary
TENANT: globex
TAGS: apr, dti, fico, interest-rate, underwriting

[""..."", ""...""] } assistant { ""title"": ""Understanding APR Calculation and Interest Rate Adjustments in Credit Scoring"", ""body"": ""The Annual Percentage Rate (APR) is a critical metric that reflects the total cost of borrowing over an annual period. It encompasses both fixed rates and adjustable rates, which can significantly impact the monthly payments and overall financial obligations. When considering loans or mortgages, understanding how the APR is calculated and how interest rates might be adjusted is essential for making informed decisions about personal finance matters. This knowledge aids in assessing the potential risks associated with different lending options and helps maintain a healthy credit score through prudent borrowing practices."", ""tags"":",5.4026937,12.7693815,0.9159735
